Sigla;Código;Município;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;Região;Microrregião
SC;4208609;Jaborá;5081,406554;5401,30094;6021,719242;6129,488769;6509,995446;7562,753403;7775,769661;6278,32759;7110,692642;8163,34627;7288,492775;6971,550667;SUL;Joaçaba
SC;4208708;Jacinto Machado;4349,553389;4672,434201;4759,390786;5260,934196;7201,819045;7305,246942;6350,640119;6322,562517;6540,274406;7953,654599;7920,763707;7161,647231;SUL;Araranguá
SC;4208807;Jaguaruna;5427,079121;6213,710388;5640,982561;4547,108931;5228,905631;5350,702063;4899,802303;4577,145789;4815,334072;5599,070517;5828,053069;5713,590162;SUL;Tubarão
SC;4208906;Jaraguá do Sul;14246,32362;15469,40257;15550,3504;15169,5493;15826,13196;17041,73208;16820,14392;13350,45463;18100,97671;18231,25237;16320,77742;16396,61279;SUL;Joinville
SC;4208955;Jardinópolis;4606,403973;4395,671595;4231,938525;4356,142974;5552,678263;6163,446926;4534,035753;4271,135283;5051,744363;6285,678923;5956,62535;4714,58361;SUL;Chapecó
SC;4209003;Joaçaba;13108,81414;14569,31444;14692,52096;16214,18636;16400,60658;16808,81463;15739,6758;14970,84426;16609,60928;16079,55784;16247,36162;15504,20327;SUL;Joaçaba
SC;4209102;Joinville;9713,404327;10745,06374;10812,2342;10468,2919;10493,46047;11315,58269;11737,20016;12802,91362;13197,79747;13905,50371;12962,61025;15997,02886;SUL;Joinville
SC;4209151;José Boiteux;4067,815729;4159,756776;3870,222245;4269,196403;4622,330136;4715,941301;4969,702126;4792,43085;4660,103648;4935,265172;4867,447077;5881,727644;SUL;Rio do Sul
SC;4209177;Jupiá;3362,713233;4230,061155;4068,89147;4617,160361;6142,087341;5882,537244;5132,520869;4908,911358;6113,706617;7001,384884;6411,242876;6534,513743;SUL;Xanxerê
SC;4209201;Lacerdópolis;5370,033294;5797,544595;5964,188911;6019,881505;6662,143045;7004,595616;5931,613789;4903,577541;7951,200644;9368,224235;8429,184564;5754,393244;SUL;Joaçaba
SC;4209300;Lages;5641,465632;6163,545987;5601,603168;5699,956245;5990,583738;6373,220047;6668,555971;7006,056586;7068,396532;7322,00205;6837,190909;7672,518207;SUL;Campos de Lages
SC;4209409;Laguna;3597,382665;3858,777966;3546,008326;3546,910243;3598,480569;3566,050932;3715,474999;4048,432105;4066,95693;4135,00841;4137,643247;4536,058346;SUL;Tubarão
SC;4209458;Lajeado Grande;4807,101643;5231,625935;5293,026347;5256,961685;6887,727409;7628,763574;7483,562608;6341,156058;7112,327948;9016,290027;9229,210147;7880,977034;SUL;Xanxerê
SC;4209508;Laurentino;6279,10481;7380,864018;7004,688173;7042,298435;8208,167434;8513,36166;8784,124039;9378,957559;10522,053;11981,8846;11759,96505;11622,18699;SUL;Rio do Sul
SC;4209607;Lauro Muller;6411,156416;10339,25356;10433,32489;4189,999157;4754,776025;6113,223382;5841,277789;5940,839464;6433,736978;6935,240873;6228,908485;5109,001394;SUL;Criciúma
SC;4209706;Lebon Régis;3300,72666;3411,55821;3298,731001;3555,228548;3943,721429;3633,270739;3743,841723;4395,991887;4547,892802;4999,833651;5054,542243;7780,331267;SUL;Joaçaba
SC;4209805;Leoberto Leal;4135,244041;4559,022795;6288,159945;7121,341449;6380,795228;4626,002879;6278,472276;5768,991683;6262,0176;7241,367098;7509,069874;8344,997634;SUL;Tijucas
SC;4209854;Lindóia do Sul;4688,966301;5134,510271;5118,946165;5547,292154;6184,010189;6891,340581;6859,479002;5765,592798;7116,90377;10218,44908;10636,93714;8485,205305;SUL;Concórdia
SC;4209904;Lontras;4028,84919;4457,132904;4531,80954;4648,146875;4915,147123;4369,813628;4344,761302;4711,809814;5013,787726;5526,723654;5567,944776;5589,059173;SUL;Rio do Sul
SC;4210001;Luiz Alves;6540,938154;7426,284731;8511,029491;7854,574045;8259,47359;9270,242015;9170,958262;9224,233795;10160,86895;10492,02494;10561,29866;11046,57966;SUL;Blumenau
SC;4210035;Luzerna;4701,787812;5089,415325;5059,886046;5182,387902;5659,574871;5879,210883;5824,875156;5728,316278;6514,762031;7181,257085;6886,30494;6882,947367;SUL;Joaçaba
SC;4210050;Macieira;3838,314897;3794,282353;3707,616078;3573,594925;4717,458237;4906,079187;5288,533296;6035,113966;6046,096188;6594,644193;7322,594461;7284,870126;SUL;Joaçaba
SC;4210100;Mafra;6033,171504;6590,55622;7027,136811;7607,619518;7907,350654;8553,284606;7748,253243;7416,849715;7752,848846;8509,43613;8214,549992;7989,959285;SUL;Canoinhas
SC;4210209;Major Gercino;3970,234707;4326,75386;5021,886548;5038,217315;5252,334014;5475,161547;5847,312326;5505,417795;4830,851402;5369,475313;6066,007838;4849,556185;SUL;Tijucas
SC;4210308;Major Vieira;4245,15972;5369,280454;5066,993018;6303,271066;7626,454925;6720,186825;6205,295107;6110,26029;7142,973421;7997,238663;7941,94258;7293,912182;SUL;Canoinhas
SC;4210407;Maracajá;7539,340017;6804,389042;7216,562733;8251,139654;9396,54488;9337,437525;8823,139733;7742,517638;8642,757205;8680,769896;9416,921935;8099,725432;SUL;Araranguá
SC;4210506;Maravilha;5689,719516;6584,017799;6853,368654;7475,017972;8278,782406;8559,466117;8036,95269;8178,717425;8042,277642;9009,852661;8368,915267;7805,988247;SUL;Chapecó
SC;4210555;Marema;5050,415746;5208,760977;5274,806977;5426,593843;6346,146681;6726,785405;6246,966802;5389,934947;6189,901892;7236,822588;7019,868601;6529,641572;SUL;Xanxerê
SC;4210605;Massaranduba;6901,999249;6903,041428;7325,302646;7482,462065;8952,252035;9229,470906;8239,575243;8512,730818;8154,880544;8421,715536;8634,476021;9952,446157;SUL;Joinville
SC;4210704;Matos Costa;2611,008546;2416,330125;2547,507439;2438,793183;2626,269168;2375,336228;2672,197214;2646,114793;3725,994515;4014,660605;4726,646303;4348,598632;SUL;Joaçaba
SC;4210803;Meleiro;6311,119795;6603,52075;7379,631781;7880,517819;11283,98821;10044,92774;8512,309854;8020,828762;8338,250437;9549,844422;10824,77115;7900,088556;SUL;Araranguá
SC;4210852;Mirim Doce;4777,717227;4868,884356;4844,221747;4356,982718;5565,633076;6362,912411;5842,780877;5094,294847;5481,930526;6089,800056;11746,14999;6110,430489;SUL;Rio do Sul
SC;4210902;Modelo;4497,532853;4746,202043;4642,366511;4829,186375;5457,004163;5678,706179;5295,849501;5321,49944;5780,639856;6122,218494;6043,528377;6117,814296;SUL;Chapecó
SC;4211009;Mondaí;4505,166523;6379,747117;6687,415089;8246,020215;10208,20509;10812,84225;10545,11425;10886,89916;12005,03222;12664,00385;13607,25324;13188,14879;SUL;São Miguel do Oeste
SC;4211058;Monte Carlo;5087,122964;5459,622622;4955,297002;5087,944247;5462,952999;4206,268603;4024,681419;4429,89745;4875,658491;5179,701271;4989,299755;6039,471141;SUL;Curitibanos
SC;4211108;Monte Castelo;3554,853649;3408,791051;3087,331365;3399,800035;3907,96351;6588,615604;5467,567668;5281,999767;5470,643218;5728,440482;5936,38995;6271,751274;SUL;Canoinhas
SC;4211207;Morro da Fumaça;9667,684398;11095,99741;10141,14661;8958,539168;8937,081029;9751,120024;9286,017073;9765,703501;9319,752828;11225,63126;11115,64599;11282,34347;SUL;Criciúma
SC;4211256;Morro Grande;5842,245156;5775,005995;5805,852696;5685,153229;6610,480827;6703,414477;5902,801553;4795,189398;5071,164819;10400,28713;12515,87063;13937,74579;SUL;Araranguá
SC;4211306;Navegantes;5127,946527;5499,699937;5199,426743;4833,610526;4803,035641;4807,356084;5140,727123;5772,409678;6340,264198;6592,079479;7683,24433;10314,87086;SUL;Itajaí
SC;4211405;Nova Erechim;4484,103789;4833,134734;5308,217257;5189,848152;6148,399222;7797,512635;6784,591605;6244,922744;6657,519631;7266,264846;6693,09538;7749,446351;SUL;Chapecó
SC;4211454;Nova Itaberaba;3007,652054;3435,909924;4715,063946;4957,837111;5558,556115;5709,021165;5884,383823;5445,668316;5953,257342;7267,746658;7015,483936;5965,045599;SUL;Chapecó
SC;4211504;Nova Trento;4843,50889;4999,876015;4715,942543;4948,538805;5373,878755;6213,585749;6198,577565;6643,075976;6352,47352;6714,871617;6714,657753;7393,59172;SUL;Tijucas
SC;4211603;Nova Veneza;11107,11216;13445,03705;12582,40153;12995,10311;15846,66873;16808,17088;14961,76792;14141,74025;15777,47449;16665,13033;14639,37254;13991,51124;SUL;Criciúma
SC;4211652;Novo Horizonte;3750,345319;4539,908513;4715,571737;5523,500821;7474,606303;7738,12812;9865,827081;6634,722953;7678,814549;7583,808721;10065,35657;9873,385814;SUL;Chapecó
SC;4211702;Orleans;6633,006558;7158,079592;7952,400378;7836,401098;8273,891033;8716,572202;9213,80308;9275,756984;9026,755772;9582,824223;9817,155345;10499,54928;SUL;Tubarão
SC;4211751;Otacílio Costa;11584,87191;12763,55704;11714,37247;11054,10438;11580,89609;13103,27188;10401,5781;11249,11193;10897,65375;10723,31687;10597,31007;13700,6369;SUL;Campos de Lages
SC;4211801;Ouro;5201,852396;5703,237173;4713,517713;4783,945243;5270,860937;5754,332028;5018,559748;4179,040678;5170,336599;5543,066369;5504,302813;4675,335431;SUL;Joaçaba
SC;4211850;Ouro Verde;7555,459567;7612,54494;8807,105974;9764,721412;14368,32874;17071,46246;10184,54311;9406,698711;10716,81065;14047,54183;14025,74455;11171,34136;SUL;Xanxerê
SC;4211876;Paial;3389,89808;3580,632616;4610,726137;4346,163544;5409,139281;5405,145237;5004,851468;4270,222601;5535,269356;6096,98089;5297,738019;5167,745538;SUL;Concórdia
SC;4211892;Painel;5346,458327;6240,740655;5305,292755;5442,149526;5578,258039;5076,854109;5134,653411;4982,040636;5502,531201;5835,741581;6027,538923;7062,81362;SUL;Campos de Lages
SC;4211900;Palhoça;4187,350652;4297,182108;3828,914362;3684,260141;3780,228841;3600,263132;3832,662699;4615,033871;4995,633586;5922,136577;6229,420591;6558,922973;SUL;Florianópolis
SC;4212007;Palma Sola;4654,807402;4729,144303;4818,710571;5823,87705;7381,3242;7678,292349;6252,100842;6259,047843;6688,391533;7477,843827;7040,963652;7992,476317;SUL;São Miguel do Oeste
SC;4212056;Palmeira;6323,079739;6434,638862;8108,031187;6871,387206;7122,672923;7765,478308;9284,137347;9297,890831;8595,773224;8399,58677;8686,952459;10871,89743;SUL;Campos de Lages
SC;4212106;Palmitos;4449,829768;6531,002355;6920,69461;8311,008539;10061,05609;10975,51738;9814,400925;8714,274327;10439,42846;11658,06124;10356,66163;10240,61878;SUL;Chapecó
SC;4212205;Papanduva;4183,829263;4810,425654;4984,930974;5440,125848;6122,942787;7077,487264;5907,838963;5699,569672;6534,013267;7527,963665;7775,365465;7769,411624;SUL;Canoinhas
SC;4212239;Paraíso;3301,971973;3588,958064;3702,833546;3895,316706;4941,736747;5191,442991;5250,700922;4702,699554;4589,946213;5661,672643;5347,430129;5452,964847;SUL;São Miguel do Oeste
SC;4212254;Passo de Torres;4503,590063;4782,690017;4027,957418;4196,820715;5329,432678;4301,739227;4626,304812;4729,113891;5201,661889;4460,776097;4365,8818;5117,873595;SUL;Araranguá
SC;4212270;Passos Maia;3413,5676;3281,407815;3214,666605;3631,621736;3979,014675;3493,996387;3507,367459;3345,609411;5042,169874;6084,986815;6380,937541;5292,020216;SUL;Xanxerê
SC;4212304;Paulo Lopes;3257,331477;3823,208548;3769,930612;3986,018933;4305,375248;4379,254471;4497,785907;5052,310769;4996,396296;5113,355985;5634,821142;6240,934079;SUL;Florianópolis
SC;4212403;Pedras Grandes;3978,625912;4427,878763;4993,118005;5407,586091;7472,792938;6100,90248;6595,316757;6456,764021;5750,546081;7576,401214;7067,587742;7385,390672;SUL;Tubarão
SC;4212502;Penha;4049,450368;4337,341063;4459,86461;4319,814255;4269,874364;4271,46059;4510,012715;5059,29035;5307,884834;5317,260989;5476,603145;5682,695098;SUL;Itajaí
SC;4212601;Peritiba;4692,01105;5197,966913;5103,728431;5276,961068;6172,570394;6364,29176;6521,950534;6400,324135;8120,734454;8568,124587;7580,179635;7071,582109;SUL;Concórdia
SC;4212700;Petrolândia;4767,7468;5519,617513;5602,449138;5753,88123;6250,083753;6004,189606;6261,125225;5631,403844;6132,685426;7450,802389;7991,553751;8263,200059;SUL;Ituporanga
SC;4212809;Piçarras;4946,075483;4943,566698;5053,781734;5117,602364;5799,131075;6058,576573;6560,748308;7760,618217;8339,567347;8153,844904;7721,305675;6853,933779;SUL;Itajaí
SC;4212908;Pinhalzinho;6849,878465;7615,334081;7452,302401;9008,729947;9140,821353;10487,56673;9029,565132;9288,69261;9813,680807;10874,93605;12237,75135;10123,58978;SUL;Chapecó
SC;4213005;Pinheiro Preto;6177,100237;7525,384941;9091,304987;7785,170468;7700,828307;7957,966792;8475,498345;8600,557474;9679,539345;9882,398181;10871,24376;10983,65025;SUL;Joaçaba
SC;4213104;Piratuba;4963,266778;9358,917295;7998,227244;7475,368395;9979,425463;11737,79552;8077,237893;6543,301957;8387,763959;8212,492194;7746,671411;7543,632539;SUL;Concórdia
SC;4213153;Planalto Alegre;3908,733549;4393,899076;4735,449652;4889,35255;5988,487795;5929,898954;4985,191191;4825,719173;5052,245675;5494,675305;5215,153095;5765,360401;SUL;Chapecó
SC;4213203;Pomerode;9183,016682;10032,19542;11136,97331;10438,86362;10310,09671;11160,68841;12179,31698;12776,04095;13258,48592;12951,064;13151,12322;14126,30311;SUL;Blumenau
SC;4213302;Ponte Alta;4487,18376;4878,306838;5735,13716;5830,870499;6984,268278;5895,989124;6539,791541;6562,023464;5723,764418;5622,974177;5740,511641;5441,008922;SUL;Curitibanos
SC;4213351;Ponte Alta do Norte;5411,343075;5866,430726;11890,35449;13129,92338;14102,77473;11116,03398;12692,12731;11254,87677;7795,49949;7513,444462;7482,593709;9388,845898;SUL;Curitibanos
SC;4213401;Ponte Serrada;4606,356964;4927,00748;4276,22007;4590,905081;4854,679081;4502,669055;4552,047092;4551,080527;4707,449979;4802,72329;4529,388715;5210,209813;SUL;Xanxerê
SC;4213500;Porto Belo;5546,713464;6243,47466;5449,411466;5597,111659;5392,378842;5358,207551;5415,119853;6631,571003;6223,133933;6213,776212;14064,94256;13141,51988;SUL;Itajaí
SC;4213609;Porto União;3230,997864;3465,636805;3243,545097;3126,765104;3547,457879;3721,201742;3539,645915;3667,578953;3952,109505;4741,971619;4078,867926;4381,260994;SUL;Canoinhas
SC;4213708;Pouso Redondo;4814,000669;5349,544559;5929,350771;6227,201995;7031,672939;8095,169603;7628,007097;7556,669562;7290,341772;7901,863884;7899,229752;7871,253605;SUL;Rio do Sul
SC;4213807;Praia Grande;3238,587064;3350,101228;3713,376209;3690,049118;4526,573377;4181,545476;4321,687318;4403,581198;4029,599858;4870,455177;5250,258897;5283,397345;SUL;Araranguá
SC;4213906;Presidente Castelo Branco;7158,094304;7994,206843;7791,843569;7903,186766;7070,835301;5009,695979;4839,988928;4211,56915;6136,273201;7285,050627;6242,930033;5557,723203;SUL;Concórdia
SC;4214003;Presidente Getúlio;7718,250122;8555,243684;8887,000319;9353,60278;9294,496529;10395,81834;10004,51192;8879,586013;8876,822418;10251,27103;9295,431943;8983,93993;SUL;Rio do Sul
SC;4214102;Presidente Nereu;4636,110048;5096,705647;5313,052865;5894,010482;6140,209963;7148,50033;7517,057246;6953,496565;6420,272186;7400,542878;7157,566347;6754,118283;SUL;Rio do Sul
SC;4214151;Princesa;3610,69102;4171,776238;3991,896938;3993,352394;4345,94364;4956,941708;4858,03425;4393,844787;4581,094698;5248,906232;5938,523359;5808,719016;SUL;São Miguel do Oeste
SC;4214201;Quilombo;6924,896131;7424,983065;7070,755053;8181,011922;9044,647197;12216,9775;10480,88018;9927,283578;10266,8355;11433,11252;9835,274392;7440,386767;SUL;Chapecó
SC;4214300;Rancho Queimado;5643,097082;5943,707759;5510,986356;5321,22186;5837,468667;5703,425089;5620,443909;6519,271346;5524,906609;6983,67929;6490,348026;7155,332264;SUL;Tabuleiro
SC;4214409;Rio das Antas;4354,473924;4851,342994;4578,537629;4430,439769;5133,516222;5262,44951;5196,978185;4705,034752;5552,034405;6321,818747;6693,008212;5807,065776;SUL;Joaçaba
SC;4214508;Rio do Campo;4711,549503;5792,980511;5061,891203;5471,90958;6163,596102;7232,685683;7154,000979;6294,733295;6697,104331;7053,006345;7288,547818;7763,187852;SUL;Rio do Sul
SC;4214607;Rio do Oeste;5437,431123;6077,974196;6004,281319;6369,722343;7222,85831;7474,494318;7109,773831;6955,331807;7611,106986;8685,028433;8841,850506;7681,043577;SUL;Rio do Sul
SC;4214805;Rio do Sul;8255,100909;8783,937633;8452,677772;9403,994722;9367,765804;10334,65157;10931,86915;11229,9634;11100,53684;11058,38063;9951,504269;9747,948221;SUL;Rio do Sul
SC;4214706;Rio dos Cedros;5879,633364;6447,149852;6577,014749;6730,940543;6793,575845;7294,295909;6809,850792;7097,670395;7032,250277;6913,536875;6704,911796;7444,524374;SUL;Blumenau
SC;4214904;Rio Fortuna;5290,491815;6598,067622;6171,715055;5818,975726;6390,77722;6411,385073;6587,338237;5980,837345;6349,109358;7264,921816;8216,802357;8171,545687;SUL;Tubarão
SC;4215000;Rio Negrinho;6368,03612;7243,390116;7008,879303;7242,107865;6796,989467;7266,420787;6699,449367;6368,309633;6576,597554;6385,353657;5763,518213;6479,524134;SUL;São Bento do Sul
SC;4215059;Rio Rufino;3920,796202;3968,656756;4332,480728;4551,75519;4466,759725;4127,412414;4034,555069;3660,153532;4322,772675;4838,591981;4882,836636;5279,822514;SUL;Campos de Lages
SC;4215075;Riqueza;3544,099829;4218,389421;4507,530837;4856,640318;6085,840099;6519,674346;5464,248495;5359,130171;4951,24735;5653,686834;5233,86436;4961,08707;SUL;São Miguel do Oeste
SC;4215109;Rodeio;7613,942684;8033,920028;6942,801112;5767,967962;5357,11063;5650,119162;5082,321199;5162,583994;5248,818678;5413,370661;5738,084348;6243,46139;SUL;Blumenau
SC;4215208;Romelândia;3085,866836;3298,533421;3650,498879;3845,886679;4461,929556;5293,748834;5490,577598;5092,641931;4475,154801;5190,540624;5266,306704;5330,306814;SUL;São Miguel do Oeste
SC;4215307;Salete;5280,389274;5651,041074;5755,122463;6120,527586;6080,667884;6903,06786;6619,839905;6201,325936;5843,111498;5916,838554;6314,783443;6128,765295;SUL;Rio do Sul
SC;4215356;Saltinho;2618,44296;2891,278857;3489,578889;4191,979834;5180,463115;5819,645927;5473,401323;5395,522651;4500,701491;5335,825803;6398,901567;5793,142798;SUL;Chapecó
SC;4215406;Salto Veloso;13641,94143;15598,09495;14281,60216;12267,06893;12463,89727;12075,58156;13333,22841;14231,37499;15111,37168;16590,52395;16014,34774;14193,08279;SUL;Joaçaba
SC;4215455;Sangão;3663,751084;3952,292836;3628,974296;3719,341993;4499,682623;4723,697589;4751,158291;4879,003299;5222,97165;5562,710896;5534,077781;6832,904798;SUL;Tubarão
SC;4215505;Santa Cecília;5129,109476;5774,698753;5068,662568;5707,969484;6843,005035;7927,771508;7727,729606;7239,787403;6535,384873;6617,165761;6120,936725;6873,836054;SUL;Curitibanos
SC;4215554;Santa Helena;3736,786179;4502,064567;4858,207462;4927,080965;5714,610886;6220,754876;5914,472272;5793,642649;6035,177708;6807,936544;6642,041472;6016,157909;SUL;São Miguel do Oeste
SC;4215604;Santa Rosa de Lima;8277,625305;7727,502997;6967,171289;5167,184749;7170,138058;6737,709549;6961,424743;6318,111718;6522,188562;7081,169165;7298,403238;7810,084242;SUL;Tubarão
SC;4215653;Santa Rosa do Sul;3021,019686;2876,019657;3209,355311;3536,821681;3905,160149;4013,473054;4056,042779;3512,1661;4261,244725;3916,712435;5029,117845;4689,153526;SUL;Araranguá
SC;4215679;Santa Terezinha;3978,239386;4377,81481;4085,250408;5330,210255;5686,377475;5983,566749;5955,600964;5177,248759;5603,608641;6675,890164;6938,358211;6765,323973;SUL;Canoinhas
SC;4215687;Santa Terezinha do Progresso;2379,821871;2778,255354;3288,534311;3793,615575;4456,772168;5842,763218;5144,705706;4750,167933;4697,149278;5926,692665;6002,807074;5834,621092;SUL;Chapecó
SC;4215695;Santiago do Sul;5024,692699;5635,299938;5683,289241;6741,703502;9137,263178;6898,731811;6031,44387;5816,548726;6962,128767;7833,325655;6951,597634;6421,461609;SUL;Chapecó
SC;4215703;Santo Amaro da Imperatriz;3712,032299;3918,109531;4169,975158;4380,951962;4600,056538;4387,797965;4377,661553;4594,164128;5187,431897;4925,239411;5469,842141;5488,13084;SUL;Florianópolis
SC;4215802;São Bento do Sul;9547,596133;10190,70585;9732,575206;10473,0298;10652,9274;11437,94998;10240,83466;9695,245428;10479,58727;10309,17583;9478,181189;10558,3012;SUL;São Bento do Sul
SC;4215752;São Bernardino;3298,099455;3708,33671;4309,260662;5026,080935;6034,40563;5917,161722;5529,808427;5704,274902;5921,225755;7741,862457;7588,925519;7114,518027;SUL;Chapecó
SC;4215901;São Bonifácio;4579,497467;4781,24684;4263,148075;4946,59135;6070,396902;5923,342187;5901,624593;5299,237189;4438,071292;4795,724235;4932,923897;5240,915455;SUL;Tabuleiro
SC;4216008;São Carlos;4356,12204;4704,829706;5146,797591;5699,995116;6250,669922;6331,175136;5862,489034;5763,85368;6078,7806;6777,766915;6452,091042;6796,277154;SUL;Chapecó
SC;4216057;São Cristovão do Sul;6177,106521;9708,522046;8270,271066;10739,82297;10657,22823;9001,86652;8731,667061;7705,406005;6069,63257;5972,393753;5972,914367;6120,564839;SUL;Curitibanos
SC;4216107;São Domingos;5548,01092;6451,769007;6093,024878;7343,952756;8919,431793;9494,064593;7499,865971;7898,40267;8415,183515;9290,373036;10121,74922;9322,533963;SUL;Xanxerê
SC;4216206;São Francisco do Sul;21197,28706;18095,23589;19759,63088;33116,90932;35982,953;25656,86666;39877,88945;44201,74907;44119,73086;41613,83662;40100,19025;41809,14696;SUL;Joinville
SC;4216305;São João Batista;4940,362743;6064,013773;5652,493332;5706,154366;6452,601243;7350,012389;7993,117551;9070,446369;7159,853743;7233,279339;6806,478877;6724,378818;SUL;Tijucas
SC;4216354;São João do Itaperiú;5776,391456;5598,41848;6388,321049;7439,184867;7494,396175;6913,924397;6123,082616;6721,215555;7457,491676;7536,070342;7738,552067;7828,836412;SUL;Itajaí
SC;4216255;São João do Oeste;4367,000764;4896,657891;6101,205518;5255,210845;6507,392472;7614,568756;8048,47649;7807,577155;7934,895468;9734,119925;10454,9083;10173,60445;SUL;São Miguel do Oeste
SC;4216404;São João do Sul;3975,842057;3844,432239;4362,336031;5027,442547;5930,569056;5502,221055;5127,053113;4269,350165;3543,338876;5170,021398;5720,259193;5233,801238;SUL;Araranguá
SC;4216503;São Joaquim;4409,462779;4437,287708;4730,187626;4823,590829;5602,029965;4852,512426;4805,545041;5972,665932;5686,46532;5803,06483;5960,790695;6521,634486;SUL;Campos de Lages
SC;4216602;São José;7245,04758;8250,955894;7091,37197;7021,003625;7231,430558;7858,150719;7825,625382;8678,37552;9170,730764;10639,64606;10011,8986;10175,94712;SUL;Florianópolis
SC;4216701;São José do Cedro;4806,860855;5472,252135;5129,380552;5580,493165;6924,148497;7293,193919;7424,415301;7571,134508;8324,373748;9262,688228;8830,263374;8693,080137;SUL;São Miguel do Oeste
SC;4216800;São José do Cerrito;3383,406413;3282,034039;3223,754102;3406,205622;3500,49093;3090,641042;3150,308689;3133,95523;3345,259659;4435,622945;3593,530062;4226,829614;SUL;Campos de Lages
SC;4216909;São Lourenço do Oeste;6467,537591;6812,738899;7629,793417;9096,006524;10152,09761;10217,59204;10212,36679;10541,02759;10278,99194;10676,28521;10806,37896;11361,69504;SUL;Chapecó
SC;4217006;São Ludgero;9055,830548;11258,70119;11650,54036;11598,6349;12187,77638;12481,21255;12615,57072;11505,2398;11412,08995;11127,71439;11605,58894;9585,935114;SUL;Tubarão
SC;4217105;São Martinho;4516,354265;4697,80049;4799,060241;5209,862781;6346,012206;7215,14008;6708,413653;5547,353381;6611,450267;7777,691729;7241,841251;6774,703776;SUL;Tubarão
SC;4217154;São Miguel da Boa Vista;3250,601956;3564,214752;3825,781701;4131,185689;4700,858357;5105,938424;4582,419821;5325,087715;4232,492838;5344,448599;4775,011355;5167,384583;SUL;Chapecó
SC;4217204;São Miguel do Oeste;6693,927143;7063,806886;6584,474479;7314,587757;7985,968464;8429,162666;8293,405406;8272,006247;8167,869158;9094,868382;8127,433701;7823,399007;SUL;São Miguel do Oeste
SC;4217253;São Pedro de Alcântara;3148,583173;3503,321255;3615,923595;3962,051597;4451,761985;7715,465691;4091,6203;4112,421912;4176,587831;3591,319749;3653,859127;3869,212691;SUL;Florianópolis
SC;4217303;Saudades;7581,422666;8597,475796;7447,127411;7305,129085;8617,714089;9214,898047;9097,186512;9781,458747;7808,079101;8229,55413;7497,440673;7324,608283;SUL;Chapecó
SC;4217402;Schroeder;5772,976251;6453,42713;6113,033067;6311,779168;6325,036823;6085,761354;6568,864775;6842,523475;6583,03626;6838,210283;6420,297797;7029,973442;SUL;Joinville
SC;4217501;Seara;11029,58271;14043,54451;18003,51654;19103,361;16225,29303;18178,41896;17114,00765;15692,1966;16745,35567;20651,83284;15676,93908;14231,18773;SUL;Concórdia
SC;4217550;Serra Alta;3901,060311;4249,991743;4195,276322;4328,860709;5252,750242;5608,460878;4737,02502;4875,757123;5200,675889;5992,687738;6498,260609;6153,410785;SUL;Chapecó
SC;4217600;Siderópolis;9690,225247;14139,58531;11435,37992;7137,214141;6592,958219;6763,492308;6696,286288;7016,081279;7943,904841;8895,558063;8471,290926;8771,507891;SUL;Criciúma
SC;4217709;Sombrio;3677,401238;3844,913856;4165,055452;4356,289544;4446,299118;4677,259944;4873,754614;4769,320948;4944,042847;5173,368002;6462,946538;5975,093018;SUL;Araranguá
SC;4217758;Sul Brasil;3584,507049;3446,413645;3857,17181;3988,624431;4974,898752;4652,874677;4379,286278;4346,049861;4029,349694;4712,250383;5136,775251;5498,587466;SUL;Chapecó
SC;4217808;Taió;5139,410737;5711,023525;6027,063591;6210,074855;7179,792765;8132,577635;8106,437315;7802,454218;7894,65921;8601,314846;8394,900543;9126,311623;SUL;Rio do Sul
SC;4217907;Tangará;6284,465657;7229,692744;6769,014362;6974,604972;8917,654149;9568,395431;9481,947953;9224,045377;10605,67884;11460,11319;10853,79275;10616,89122;SUL;Joaçaba
SC;4217956;Tigrinhos;3715,895549;4128,447624;3721,813738;4521,109794;4729,46956;4650,363381;3784,196038;3555,119225;4614,081791;5850,830726;5937,919822;5449,855656;SUL;Chapecó
SC;4218004;Tijucas;9180,475999;9412,608598;8814,965898;8722,144216;8908,989584;9307,786478;8946,961029;9070,148316;8647,545312;9009,629376;8901,930682;9838,250472;SUL;Tijucas
SC;4218103;Timbé do Sul;4395,603664;4232,052286;4463,49638;4689,62151;5084,221697;5248,265986;5199,090344;4163,509833;4475,799637;5002,764293;5904,311682;4719,690018;SUL;Araranguá
SC;4218202;Timbó;10348,15092;11305,57747;11622,24495;11822,71561;11769,38099;13060,35706;12167,62845;11583,6532;11996,75767;11905,60174;11736,53635;11933,35248;SUL;Blumenau
SC;4218251;Timbó Grande;3415,197694;6367,09877;6611,649421;5703,769511;6803,483403;6940,789016;5757,717031;6075,149685;6306,646134;5670,758321;4672,429834;6396,333238;SUL;Canoinhas
SC;4218301;Três Barras;6902,554156;8226,142693;8615,517377;9195,185529;9706,167732;10784,12737;9254,516145;8469,657332;10124,17527;10226,14389;9744,45159;10196,08426;SUL;Canoinhas
SC;4218350;Treviso;45300,04524;69502,15009;41083,80447;15618,45339;12382,63031;13531,76671;11300,78235;10530,82247;12359,83225;13422,11361;14164,91906;23499,08045;SUL;Criciúma
SC;4218400;Treze de Maio;4900,044852;5179,818526;5014,573608;4804,035155;6416,272637;5972,759648;5198,034604;4713,63048;4839,517784;5361,421384;6175,373016;5874,882547;SUL;Tubarão
